Date,Description,Amount,Transaction Type,Category,Account Name
2018-11-17,Hardware Store,15.47,debit,Home Improvement,Platinum Card
2018-11-17,Brewing Company,22.8,debit,Alcohol & Bars,Platinum Card
2018-11-17,Hardware Store,6.4,debit,Home Improvement,Platinum Card
2018-11-17,Greek Restaurant,23.26,debit,Restaurants,Platinum Card
2018-11-19,Brewing Company,20.0,debit,Alcohol & Bars,Silver Card
2018-11-19,QuikTrip,29.15,debit,Gas & Fuel,Silver Card
2018-11-19,Hardware Store,10.02,debit,Home Improvement,Silver Card
2018-11-20,State Farm,75.0,debit,Auto Insurance,Checking
2018-11-20,Credit Card Payment,421.96,credit,Credit Card Payment,Platinum Card
2018-11-21,Grocery Store,5.64,debit,Groceries,Silver Card
2018-11-21,Hardware Store,37.41,debit,Home Improvement,Platinum Card
2018-11-23,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
2018-11-26,American Tavern,16.8,debit,Alcohol & Bars,Silver Card
2018-11-26,Internet Service Provider,74.99,debit,Internet,Checking
2018-11-27,Movie Theater,17.0,debit,Movies & DVDs,Silver Card
2018-11-27,American Tavern,28.4,debit,Restaurants,Silver Card
2018-11-29,Credit Card Payment,582.99,credit,Credit Card Payment,Silver Card
2018-11-29,Credit Card Payment,751.5,credit,Credit Card Payment,Platinum Card
2018-11-30,Credit Card Payment,582.99,debit,Credit Card Payment,Checking
2018-11-30,Grocery Store,6.27,debit,Groceries,Silver Card
2018-12-01,Grocery Store,5.64,debit,Groceries,Silver Card
2018-12-01,Brunch Restaurant,8.0,debit,Restaurants,Silver Card
2018-12-01,Amazon,13.13,debit,Shopping,Platinum Card
2018-12-03,Grocery Store,148.15,debit,Groceries,Silver Card
2018-12-03,Mortgage Payment,1209.18,debit,Mortgage & Rent,Checking
2018-12-03,BP,30.03,debit,Gas & Fuel,Silver Card
2018-12-04,Latin Restaurant,20.65,debit,Fast Food,Platinum Card
2018-12-04,Netflix,11.76,debit,Movies & DVDs,Platinum Card
2018-12-04,Starbucks,3.0,debit,Coffee Shops,Silver Card
2018-12-06,Grocery Store,21.38,debit,Groceries,Platinum Card
2018-12-06,Grocery Store,13.48,debit,Groceries,Platinum Card
2018-12-06,Gas Company,40.0,debit,Utilities,Checking
2018-12-07,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
2018-12-07,Barbershop,30.0,debit,Haircut,Platinum Card
2018-12-08,Grocery Store,12.64,debit,Groceries,Platinum Card
2018-12-09,Spotify,10.69,debit,Music,Platinum Card
2018-12-11,Brunch Restaurant,10.29,debit,Restaurants,Platinum Card
2018-12-12,Phone Company,89.54,debit,Mobile Phone,Checking
2018-12-13,Thai Restaurant,27.0,debit,Restaurants,Silver Card
2018-12-14,Power Company,60.0,debit,Utilities,Checking
2018-12-14,Grocery Store,21.39,debit,Groceries,Silver Card
2018-12-14,Hardware Store,17.1,debit,Home Improvement,Silver Card
2018-12-17,American Tavern,63.0,debit,Food & Dining,Silver Card
2018-12-17,BP,20.01,debit,Gas & Fuel,Silver Card
2018-12-17,City Water Charges,35.0,debit,Utilities,Checking
2018-12-18,Amazon,24.3,debit,Shopping,Platinum Card
2018-12-18,Amazon,41.72,debit,Shopping,Platinum Card
2018-12-18,Amazon,49.99,debit,Shopping,Platinum Card
2018-12-18,Starbucks,3.0,debit,Coffee Shops,Silver Card
2018-12-18,Credit Card Payment,311.02,debit,Credit Card Payment,Checking
2018-12-18,Credit Card Payment,311.02,credit,Credit Card Payment,Platinum Card
2018-12-18,Fancy Restaurant,56.52,debit,Restaurants,Silver Card
2018-12-19,State Farm,75.0,debit,Auto Insurance,Checking
2018-12-19,Amazon,43.01,debit,Shopping,Platinum Card
2018-12-20,Shell,30.38,debit,Gas & Fuel,Silver Card
2018-12-20,Credit Card Payment,464.03,credit,Credit Card Payment,Silver Card
2018-12-21,Credit Card Payment,464.03,debit,Credit Card Payment,Checking
2018-12-21,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
2018-12-22,New York Deli,21.38,debit,Fast Food,Platinum Card
2018-12-22,Hardware Store,22.14,debit,Home Improvement,Platinum Card
2018-12-23,Hardware Store,28.0,debit,Home Improvement,Platinum Card
2018-12-24,Hardware Store,38.4,debit,Home Improvement,Platinum Card
2018-12-26,Shell,32.47,debit,Gas & Fuel,Platinum Card
2018-12-26,Shell,7.48,debit,Gas & Fuel,Platinum Card
2018-12-26,Chick-Fil-A,56.07,debit,Fast Food,Platinum Card
2018-12-26,Amazon,44.99,debit,Shopping,Platinum Card
2018-12-26,Internet Service Provider,75.99,debit,Internet,Checking
2018-12-28,Brewing Company,12.0,debit,Alcohol & Bars,Silver Card
2018-12-29,Brewing Company,14.0,debit,Alcohol & Bars,Silver Card
2018-12-29,Credit Card Payment,860.05,credit,Credit Card Payment,Platinum Card
2018-12-29,Grocery Store,55.04,debit,Groceries,Silver Card
2019-01-01,Amazon,13.09,debit,Shopping,Platinum Card
2019-01-01,Amazon,11.07900789879378,debit,Shopping,Platinum Card
2019-01-02,Thai Restaurant,24.478227104787916,debit,Restaurants,Silver Card
2019-01-02,Credit Card Payment,499.6,debit,Credit Card Payment,Checking
2019-01-02,Mortgage Payment,1254.6718624994153,debit,Mortgage & Rent,Checking
2019-01-03,Credit Card Payment,2290.5785510238866,credit,Credit Card Payment,Platinum Card
2019-01-03,Amazon,42.1,debit,Shopping,Platinum Card
2019-01-03,Mortgage Payment,1100.0,debit,Mortgage & Rent,Checking
2019-01-04,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
2019-01-04,Netflix,12.260320462999998,debit,Movies & DVDs,Platinum Card
2019-01-05,American Tavern,23.49,debit,Restaurants,Platinum Card
2019-01-05,American Tavern,25.39043457459349,debit,Restaurants,Silver Card
2019-01-06,Hardware Store,18.025056876072235,debit,Home Improvement,Silver Card
2019-01-08,Gas Company,45.6676063636738,debit,Utilities,Checking
2019-01-08,Hardware Store,15.68154126375492,debit,Home Improvement,Silver Card
2019-01-08,Gas Company,45.0,debit,Utilities,Checking
2019-01-09,Credit Card Payment,491.45,credit,Credit Card Payment,Platinum Card
2019-01-09,Credit Card Payment,491.45,debit,Credit Card Payment,Checking
2019-01-09,Credit Card Payment,281.84,debit,Credit Card Payment,Checking
2019-01-09,Spotify,10.69,debit,Music,Platinum Card
2019-01-09,Spotify,10.856951515630847,debit,Music,Platinum Card
2019-01-10,Phone Company,88.17737732107503,debit,Mobile Phone,Checking
2019-01-10,Phone Company,65.0,debit,Mobile Phone,Checking
2019-01-10,Barbershop,30.0,debit,Haircut,Silver Card
2019-01-10,Grocery Store,58.79,debit,Groceries,Silver Card
2019-01-11,Grocery Store,44.272162956433135,debit,Groceries,Platinum Card
2019-01-11,Shell,35.94985376072875,debit,Gas & Fuel,Platinum Card
2019-01-12,Biweekly Paycheck,1958.899605639384,credit,Paycheck,Checking
2019-01-13,Pizza Place,32.639335989470894,debit,Fast Food,Platinum Card
2019-01-13,Amazon,37.21057088844822,debit,Shopping,Platinum Card
2019-01-14,Shell,28.92,debit,Gas & Fuel,Silver Card
2019-01-15,Grocery Store,6.06,debit,Groceries,Silver Card
2019-01-15,Grocery Store,44.749416725707064,debit,Groceries,Silver Card
2019-01-15,American Tavern,65.45729234666582,debit,Restaurants,Silver Card
2019-01-16,City Water Charges,35.0,debit,Utilities,Checking
2019-01-16,Power Company,60.0,debit,Utilities,Checking
2019-01-16,Power Company,59.999808640202325,debit,Utilities,Checking
2019-01-16,City Water Charges,34.63310997305451,debit,Utilities,Checking
2019-01-18,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
2019-01-18,State Farm,75.0,debit,Auto Insurance,Checking
2019-01-19,Biweekly Paycheck,2058.043159683522,credit,Paycheck,Checking
2019-01-20,Amazon,48.76377067624538,debit,Shopping,Platinum Card
2019-01-21,Credit Card Payment,277.99,credit,Credit Card Payment,Silver Card
2019-01-22,Hardware Store,18.094513586005792,debit,Home Improvement,Silver Card
2019-01-22,Credit Card Payment,312.3762158931738,credit,Credit Card Payment,Silver Card
2019-01-22,Credit Card Payment,550.6158788410513,debit,Credit Card Payment,Checking
2019-01-22,Credit Card Payment,277.99,debit,Credit Card Payment,Checking
2019-01-22,Credit Card Payment,563.3796877299721,credit,Credit Card Payment,Platinum Card
2019-01-23,Credit Card Payment,315.4006046302273,debit,Credit Card Payment,Checking
2019-01-24,Grocery Store,21.06,debit,Groceries,Silver Card
2019-01-24,Amazon,11.7,debit,Shopping,Platinum Card
2019-01-24,Amazon,4.21,debit,Shopping,Platinum Card
2019-01-24,Starbucks,3.1158768888222017,debit,Coffee Shops,Platinum Card
2019-01-25,Internet Service Provider,75.0,debit,Internet,Checking
2019-01-25,Internet Service Provider,70.15878527673706,debit,Internet,Checking
2019-01-29,Shell,30.807311692169918,debit,Gas & Fuel,Silver Card
2019-01-29,Brunch Restaurant,18.24992147439436,debit,Restaurants,Platinum Card
2019-01-29,Thai Restaurant,24.477825881482655,debit,Restaurants,Silver Card
2019-01-31,Shell,31.32,debit,Gas & Fuel,Silver Card
2019-01-31,Credit Card Payment,1900.0,debit,Credit Card Payment,Checking
2019-02-01,Grocery Store,27.951232493018914,debit,Groceries,Platinum Card
2019-02-01,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
2019-02-01,Amazon,10.851999254313917,debit,Shopping,Platinum Card
2019-02-01,Amazon,13.09,debit,Shopping,Platinum Card
2019-02-01,Roadside Diner,9.47,debit,Restaurants,Silver Card
2019-02-02,Biweekly Paycheck,1921.3138125846215,credit,Paycheck,Checking
2019-02-02,Mortgage Payment,1263.2183640537137,debit,Mortgage & Rent,Checking
2019-02-03,Japanese Restaurant,58.69045419608424,debit,Restaurants,Platinum Card
2019-02-04,Netflix,12.058138814348041,debit,Movies & DVDs,Platinum Card
2019-02-04,Netflix,11.76,debit,Television,Platinum Card
2019-02-04,Hardware Store,86.97,debit,Home Improvement,Silver Card
2019-02-05,Credit Card Payment,149.69183939504342,credit,Credit Card Payment,Platinum Card
2019-02-05,Mortgage Payment,1100.0,debit,Mortgage & Rent,Checking
2019-02-06,Credit Card Payment,157.320236306345,credit,Credit Card Payment,Silver Card
2019-02-07,Credit Card Payment,155.44814144716838,debit,Credit Card Payment,Checking
2019-02-07,Gas Company,64.44987819661772,debit,Utilities,Checking
2019-02-07,Gas Company,65.0,debit,Utilities,Checking
2019-02-08,Thai Restaurant,27.47,debit,Restaurants,Platinum Card
2019-02-08,Starbucks,3.0,debit,Coffee Shops,Platinum Card
2019-02-09,Spotify,10.69,debit,Music,Platinum Card
2019-02-09,Barbershop,29.968799129009053,debit,Haircut,Platinum Card
2019-02-09,Spotify,10.75881972594349,debit,Music,Platinum Card
2019-02-10,Bojangles,10.71607061275683,debit,Fast Food,Platinum Card
2019-02-11,Fancy Restaurant,107.40669380214031,debit,Restaurants,Platinum Card
2019-02-11,BP,24.01,debit,Gas & Fuel,Platinum Card
2019-02-11,Credit Card Payment,133.95,debit,Credit Card Payment,Checking
2019-02-11,Starbucks,3.0,debit,Coffee Shops,Platinum Card
2019-02-12,Phone Company,91.25449673790443,debit,Mobile Phone,Checking
2019-02-12,Shell,36.28374885746572,debit,Gas & Fuel,Silver Card
2019-02-12,Phone Company,65.0,debit,Mobile Phone,Checking
2019-02-12,Grocery Store,30.54,debit,Groceries,Platinum Card
2019-02-13,Grocery Store,8.21,debit,Groceries,Platinum Card
2019-02-14,Brewing Company,14.118326113773653,debit,Alcohol & Bars,Silver Card
2019-02-15,Power Company,60.0,debit,Utilities,Checking
2019-02-15,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
2019-02-15,Grocery Store,4.59,debit,Groceries,Platinum Card
2019-02-15,Credit Card Payment,207.47,debit,Credit Card Payment,Checking
2019-02-15,Credit Card Payment,207.47,credit,Credit Card Payment,Platinum Card
2019-02-15,American Tavern,10.144288135477339,debit,Restaurants,Platinum Card
2019-02-15,Power Company,59.9716596025001,debit,Utilities,Checking
2019-02-16,Amazon,37.45,debit,Shopping,Platinum Card
2019-02-16,American Tavern,32.75,debit,Restaurants,Platinum Card
2019-02-16,Brewing Company,8.0,debit,Alcohol & Bars,Platinum Card
2019-02-16,Biweekly Paycheck,2037.7235875008669,credit,Paycheck,Checking
2019-02-16,Brunch Restaurant,7.903151773080704,debit,Restaurants,Silver Card
2019-02-16,City Water Charges,35.412922778500366,debit,Utilities,Checking
2019-02-19,Credit Card Payment,574.84,debit,Credit Card Payment,Checking
2019-02-19,City Water Charges,35.0,debit,Utilities,Checking
2019-02-20,Credit Card Payment,292.54,credit,Credit Card Payment,Silver Card
2019-02-20,Barbershop,30.0,debit,Haircut,Platinum Card
2019-02-20,State Farm,75.0,debit,Auto Insurance,Checking
2019-02-20,Grocery Store,36.080346383553135,debit,Groceries,Silver Card
2019-02-20,Mexican Restaurant,23.49397916879426,debit,Restaurants,Silver Card
2019-02-21,Grocery Store,46.96,debit,Groceries,Silver Card
2019-02-21,Credit Card Payment,292.54,debit,Credit Card Payment,Checking
2019-02-21,Starbucks,1.9967869780063863,debit,Coffee Shops,Platinum Card
2019-02-22,Starbucks,3.825411702791015,debit,Coffee Shops,Silver Card
2019-02-25,BP,33.8,debit,Gas & Fuel,Silver Card
2019-02-25,Internet Service Provider,75.0,debit,Internet,Checking
2019-02-26,Gas Station,32.14582139453815,debit,Gas & Fuel,Silver Card
2019-02-26,American Tavern,83.86909722991449,debit,Restaurants,Silver Card
2019-02-26,Credit Card Payment,154.90256154916398,credit,Credit Card Payment,Silver Card
2019-02-26,Credit Card Payment,763.9024321358944,credit,Credit Card Payment,Platinum Card
2019-02-26,Credit Card Payment,784.7583980200371,debit,Credit Card Payment,Checking
2019-02-26,Internet Service Provider,73.54222197313635,debit,Internet,Checking
2019-02-27,Credit Card Payment,152.20307929164477,debit,Credit Card Payment,Checking
2019-02-27,Roadside Diner,25.77,debit,Restaurants,Silver Card
2019-02-28,Grocery Store,32.07,debit,Groceries,Silver Card
2019-03-01,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
2019-03-01,Grocery Store,32.63148544017067,debit,Groceries,Silver Card
2019-03-01,Amazon,13.01400983906471,debit,Shopping,Platinum Card
2019-03-01,Amazon,13.09,debit,Shopping,Platinum Card
2019-03-02,Mortgage Payment,1217.6343531548903,debit,Mortgage & Rent,Checking
2019-03-02,Biweekly Paycheck,1879.309783417366,credit,Paycheck,Checking
2019-03-03,Grocery Store,24.359681017744016,debit,Groceries,Silver Card
2019-03-04,Grocery Store,10.498790082884778,debit,Groceries,Platinum Card
2019-03-04,Grocery Store,92.04,debit,Groceries,Silver Card
2019-03-04,Mortgage Payment,1100.0,debit,Mortgage & Rent,Checking
2019-03-04,Netflix,11.813224039630079,debit,Movies & DVDs,Platinum Card
2019-03-04,BBQ Restaurant,42.326226361610054,debit,Restaurants,Platinum Card
2019-03-04,Netflix,11.76,debit,Television,Platinum Card
2019-03-05,Starbucks,2.9873723148099405,debit,Coffee Shops,Platinum Card
2019-03-05,Fancy Restaurant,7.0,debit,Restaurants,Silver Card
2019-03-05,Credit Card Payment,748.8239473347808,credit,Credit Card Payment,Silver Card
2019-03-05,Credit Card Payment,784.1911136324735,debit,Credit Card Payment,Checking
2019-03-06,Credit Card Payment,491.86,debit,Credit Card Payment,Checking
2019-03-07,Starbucks,3.497908275098656,debit,Coffee Shops,Platinum Card
2019-03-08,Gas Company,49.0,debit,Utilities,Checking
2019-03-08,BP,34.08,debit,Gas & Fuel,Platinum Card
2019-03-08,Amazon,27.17,debit,Shopping,Platinum Card
2019-03-08,Gas Company,52.04103137304995,debit,Utilities,Checking
2019-03-08,BP,34.08365680771122,debit,Gas & Fuel,Platinum Card
2019-03-09,Spotify,10.69,debit,Music,Platinum Card
2019-03-09,Grocery Store,21.01987279248922,debit,Groceries,Platinum Card
2019-03-09,Spotify,10.72373219552276,debit,Music,Platinum Card
2019-03-09,Grocery Store,5.084874953382948,debit,Groceries,Platinum Card
2019-03-12,Phone Company,88.05252045644247,debit,Mobile Phone,Checking
2019-03-12,Grocery Store,19.055254781901333,debit,Groceries,Platinum Card
2019-03-12,Phone Company,65.0,debit,Mobile Phone,Checking
2019-03-12,Bakery Place,3.02,debit,Restaurants,Platinum Card
2019-03-13,Amazon,48.20523538613853,debit,Shopping,Platinum Card
2019-03-13,Credit Card Payment,532.86,credit,Credit Card Payment,Platinum Card
2019-03-13,Credit Card Payment,301.79,credit,Credit Card Payment,Silver Card
2019-03-14,Grocery Store,22.03954371991408,debit,Groceries,Platinum Card
2019-03-14,Credit Card Payment,305.27,debit,Credit Card Payment,Checking
2019-03-14,Credit Card Payment,301.79,debit,Credit Card Payment,Checking
2019-03-14,Brunch Restaurant,8.0,debit,Restaurants,Platinum Card
2019-03-14,Brunch Restaurant,8.488766299920222,debit,Restaurants,Platinum Card
2019-03-15,Power Company,60.0,debit,Utilities,Checking
2019-03-15,Starbucks,3.3703144811410253,debit,Coffee Shops,Platinum Card
2019-03-15,Power Company,58.21295136808723,debit,Utilities,Checking
2019-03-15,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
2019-03-16,Biweekly Paycheck,1963.367902570658,credit,Paycheck,Checking
2019-03-17,Pizza Place,22.74337264228989,debit,Fast Food,Platinum Card
2019-03-17,Brewing Company,19.32826958726572,debit,Alcohol & Bars,Silver Card
2019-03-18,Best Buy,320.99,debit,Electronics & Software,Platinum Card
2019-03-18,Grocery Store,16.23,debit,Groceries,Platinum Card
2019-03-19,City Water Charges,35.249670082110896,debit,Utilities,Checking
2019-03-19,Amazon,13.84,debit,Shopping,Platinum Card
2019-03-19,City Water Charges,35.0,debit,Utilities,Checking
2019-03-19,Mediterranean Restaurant,34.067857101320115,debit,Restaurants,Silver Card
2019-03-20,State Farm,75.0,debit,Auto Insurance,Checking
2019-03-20,Amazon,14.648893187583045,debit,Shopping,Platinum Card
2019-03-22,BP,37.51,debit,Gas & Fuel,Platinum Card
2019-03-22,BP,30.15777228292429,debit,Gas & Fuel,Silver Card
2019-03-23,Starbucks,5.2,debit,Coffee Shops,Platinum Card
2019-03-23,Credit Card Payment,546.1730946055441,debit,Credit Card Payment,Checking
2019-03-23,Credit Card Payment,550.796462556357,credit,Credit Card Payment,Platinum Card
2019-03-23,Grocery Store,11.586334538145088,debit,Groceries,Silver Card
2019-03-25,Internet Service Provider,75.0,debit,Internet,Checking
2019-03-26,Internet Service Provider,77.83526815542645,debit,Internet,Checking
2019-03-26,Amazon,16.04,debit,Shopping,Platinum Card
2019-03-27,Grocery Store,4.46,debit,Groceries,Platinum Card
2019-03-27,Brewing Company,49.63,debit,Alcohol & Bars,Platinum Card
2019-03-28,Grocery Store,15.695344050153704,debit,Groceries,Silver Card
2019-03-28,Pizza Place,26.023529920727555,debit,Restaurants,Silver Card
2019-03-29,Steakhouse,17.877500589927237,debit,Restaurants,Silver Card
2019-03-29,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
2019-03-30,Biweekly Paycheck,2044.3778468436756,credit,Paycheck,Checking
2019-03-30,Grocery Store,8.850007444472322,debit,Groceries,Silver Card
2019-03-30,Starbucks,12.84,debit,Coffee Shops,Platinum Card
2019-03-31,Belgian Restaurant,37.23113116448022,debit,Restaurants,Platinum Card
2019-03-31,Greek Restaurant,39.834404962586646,debit,Restaurants,Silver Card
2019-03-31,Chili's,24.77482505366329,debit,Restaurants,Platinum Card
2019-03-31,Credit Card Payment,957.6,credit,Credit Card Payment,Platinum Card
2019-04-01,Grocery Store,80.10850832559038,debit,Groceries,Platinum Card
2019-04-01,Amazon,13.621879796804274,debit,Shopping,Platinum Card
2019-04-01,Brewing Company,57.726758819554924,debit,Restaurants,Platinum Card
2019-04-01,Credit Card Payment,600.51,credit,Credit Card Payment,Platinum Card
2019-04-01,Credit Card Payment,1552.65,debit,Credit Card Payment,Checking
2019-04-01,Amazon,13.09,debit,Shopping,Platinum Card
2019-04-02,Mortgage Payment,1215.4501556429348,debit,Mortgage & Rent,Checking
2019-04-02,Hardware Store,14.156570650667044,debit,Home Improvement,Platinum Card
2019-04-02,Credit Card Payment,815.1493381226009,credit,Credit Card Payment,Silver Card
2019-04-02,Credit Card Payment,837.0509439463368,debit,Credit Card Payment,Checking
2019-04-02,Grocery Store,86.23772607761009,debit,Groceries,Platinum Card
2019-04-02,Mortgage Payment,1100.0,debit,Mortgage & Rent,Checking
2019-04-03,Amazon Video,6.304294495937401,debit,Movies & DVDs,Platinum Card
2019-04-04,Credit Card Payment,371.638497727884,credit,Credit Card Payment,Platinum Card
